"from_stop_id","to_stop_id","from_trip_id","to_trip_id","transfer_type","min_transfer_time"
"102","102","GO301_24_7958_1","GO301_24_6796","1",""
"102","102","GO301_24_6174_1","GO301_24_6798","1",""
"102","102","GO301_24_7660","GO301_24_6798","1",""
"102","102","GO301_24_7660_1","GO301_24_6798","1",""
"102","102","GO301_24_7960","GO301_24_6798","1",""
"102","102","GO301_24_7960_1","GO301_24_6798","1",""
"102","102","GO301_24_6120_1","GO301_24_6816_1","1",""
"102","102","GO301_24_7614_1","GO301_24_6816_1","1",""
"179","179","GO301_24_7904","GO301_24_6900","1",""
"179","179","GO301_24_7904_1","GO301_24_6900","1",""
"179","179","GO301_24_6901","GO301_24_7913","1",""
"179","179","GO301_24_6901","GO301_24_7913_1","1",""
"179","179","GO301_24_6901","GO301_24_7913_2","1",""
"179","179","GO301_24_6901","GO301_24_7913_3","1",""
"179","179","GO301_24_7904","GO301_24_6902","1",""
"179","179","GO301_24_6903","GO301_24_7913","1",""
"179","179","GO301_24_6903","GO301_24_7913_1","1",""
"179","179","GO301_24_8014","GO301_24_6904","1",""
"179","179","GO301_24_8014_1","GO301_24_6904","1",""
"179","179","GO301_24_6905","GO301_24_7953","1",""
"179","179","GO301_24_6905","GO301_24_7953_1","1",""
"179","179","GO301_24_7912_2","GO301_24_6910","1",""
"179","179","GO301_24_7912_3","GO301_24_6910","1",""
"179","179","GO301_24_8014","GO301_24_6910","1",""
"179","179","GO301_24_8014_1","GO301_24_6910","1",""
"179","179","GO301_24_6911","GO301_24_7953","1",""
"179","179","GO301_24_6911","GO301_24_7953_1","1",""
"179","179","GO301_24_6911","GO301_24_7953_2","1",""
"179","179","GO301_24_6911","GO301_24_7953_3","1",""
"179","179","GO301_24_7950_2","GO301_24_6920","1",""
"179","179","GO301_24_7950_3","GO301_24_6920","1",""
"179","179","GO301_24_8052","GO301_24_6920","1",""
"179","179","GO301_24_8052_1","GO301_24_6920","1",""
"179","179","GO301_24_7960","GO301_24_6930","1",""
"179","179","GO301_24_7960_1","GO301_24_6930","1",""
"179","179","GO301_24_8052","GO301_24_6950","1",""
"179","179","GO301_24_8052_1","GO301_24_6950","1",""
"179","179","GO301_24_6951","GO301_24_7965","1",""
"179","179","GO301_24_7960","GO301_24_6952","1",""
"179","179","GO301_24_7960_2","GO301_24_6952","1",""
"179","179","GO301_24_6953","GO301_24_7965","1",""
"179","179","GO301_24_6953","GO301_24_7965_1","1",""
"179","179","GO301_24_7960","GO301_24_6954","1",""
"179","179","GO301_24_7960_2","GO301_24_6954","1",""
"179","179","GO301_24_6955","GO301_24_7973","1",""
"179","179","GO301_24_6963","GO301_24_7973","1",""
"179","179","GO301_24_6963","GO301_24_7973_1","1",""
"72","72","GO301_24_6300_1_2733_METS","GO301_24_16300","1",""
"72","72","GO301_24_16301","GO301_24_6301_1_2733_METS","1",""
"72","72","GO301_24_6302_1_2733_METS","GO301_24_16302","1",""
"72","72","GO301_24_16303","GO301_24_6303_1_2733_METS","1",""
"72","72","GO301_24_6304_1_2733_METS","GO301_24_16304","1",""
"72","72","GO301_24_6310_2_2733_METS","GO301_24_16310","1",""
"72","72","GO301_24_16311","GO301_24_6311_1_2733_METS","1",""
"72","72","GO301_24_6312_1_2733_METS","GO301_24_16312","1",""
"72","72","GO301_24_16313","GO301_24_6313_1_2733_METS","1",""
"72","72","GO301_24_6314_1_2733_METS","GO301_24_16314","1",""
"72","72","GO301_24_16315","GO301_24_6315_1_2733_METS","1",""
"72","72","GO301_24_6316_2_2733_METS","GO301_24_16316","1",""
"72","72","GO301_24_16317","GO301_24_6317_1_2733_METS","1",""
"72","72","GO301_24_6318_1_2733_METS","GO301_24_16318","1",""
"72","72","GO301_24_16319","GO301_24_6319_2_2733_METS","1",""
"72","72","GO301_24_6320_2_2733_METS","GO301_24_16320","1",""
"72","72","GO301_24_16321","GO301_24_6321_1_2733_METS","1",""
"72","72","GO301_24_6350_1_2733_METS","GO301_24_16350","1",""
"72","72","GO301_24_16351","GO301_24_6351_2_2733_METS","1",""
"72","72","GO301_24_6352_2_2733_METS","GO301_24_16352","1",""
"72","72","GO301_24_16353","GO301_24_6353_1_2733_METS","1",""
"72","72","GO301_24_6354_2_2733_METS","GO301_24_16354","1",""
"72","72","GO301_24_16355","GO301_24_6355_2_2733_METS","1",""
"72","72","GO301_24_6356_2_2733_METS","GO301_24_16356","1",""
"72","72","GO301_24_16357","GO301_24_6357_2_2733_METS","1",""
"72","72","GO301_24_6358_2_2733_METS","GO301_24_16358","1",""
"72","72","GO301_24_16359","GO301_24_6359_2_2733_METS","1",""
"72","72","GO301_24_6360_2_2733_METS","GO301_24_16360","1",""
"72","72","GO301_24_16361","GO301_24_6361_2_2733_METS","1",""
"72","72","GO301_24_6362_2_2733_METS","GO301_24_16362","1",""
"72","72","GO301_24_16363","GO301_24_6363_2_2733_METS","1",""
"72","72","GO301_24_6364_1_2733_METS","GO301_24_16364","1",""
"72","72","GO301_24_16365","GO301_24_6365_2_2733_METS","1",""
"72","72","GO301_24_6366_1_2733_METS","GO301_24_16366","1",""
"72","72","GO301_24_16367","GO301_24_6367_1_2733_METS","1",""
"72","72","GO301_24_6368_2_2733_METS","GO301_24_16368","1",""
"72","72","GO301_24_16369","GO301_24_6369_1_2733_METS","1",""
"72","72","GO301_24_6370_2_2733_METS","GO301_24_16370","1",""
"72","72","GO301_24_16371","GO301_24_6371_1_2733_METS","1",""
"72","72","GO301_24_6372_2_2733_METS","GO301_24_16372","1",""
"72","72","GO301_24_16373","GO301_24_6373_2_2733_METS","1",""
"72","72","GO301_24_6390_1_2733_METS","GO301_24_16390","1",""
"72","72","GO301_24_16391","GO301_24_6391_1_2733_METS","1",""
"72","72","GO301_24_6392_1_2733_METS","GO301_24_16392","1",""
"72","72","GO301_24_16393","GO301_24_6393_1_2733_METS","1",""
"72","72","GO301_24_6394_1_2733_METS","GO301_24_16394","1",""
"72","72","GO301_24_16399","GO301_24_6399_1_2733_METS","1",""
"72","72","GO301_24_6412_2_2733_METS","GO301_24_16412","1",""
"72","72","GO301_24_16413","GO301_24_6413_1_2733_METS","1",""
"72","72","GO301_24_6414_2_2733_METS","GO301_24_16414","1",""
"72","72","GO301_24_16415","GO301_24_6415_1_2733_METS","1",""
"72","72","GO301_24_6416_1_2733_METS","GO301_24_16416","1",""
"72","72","GO301_24_16417","GO301_24_6417_1_2733_METS","1",""
"72","72","GO301_24_6418_1_2733_METS","GO301_24_16418","1",""
"72","72","GO301_24_16419","GO301_24_6419_2_2733_METS","1",""
"72","72","GO301_24_6420_1_2733_METS","GO301_24_16420","1",""
"72","72","GO301_24_16421","GO301_24_6421_1_2733_METS","1",""
"72","72","GO301_24_16423","GO301_24_6423_1_2733_METS","1",""
"72","72","GO301_24_6450_1_2733_METS","GO301_24_16450","1",""
"72","72","GO301_24_16451","GO301_24_6451_1_2733_METS","1",""
"72","72","GO301_24_6452_1_2733_METS","GO301_24_16452","1",""
"72","72","GO301_24_16453","GO301_24_6453_1_2733_METS","1",""
"72","72","GO301_24_6454_1_2733_METS","GO301_24_16454","1",""
"72","72","GO301_24_16455","GO301_24_6455_1_2733_METS","1",""
"72","72","GO301_24_6456_1_2733_METS","GO301_24_16456","1",""
"72","72","GO301_24_16457","GO301_24_6457_1_2733_METS","1",""
"72","72","GO301_24_6458_1_2733_METS","GO301_24_16458","1",""
"72","72","GO301_24_16459","GO301_24_6459_1_2733_METS","1",""
"72","72","GO301_24_6460_1_2733_METS","GO301_24_16460","1",""
"72","72","GO301_24_16461","GO301_24_6461_1_2733_METS","1",""
"72","72","GO301_24_6462_1_2733_METS","GO301_24_16462","1",""
"72","72","GO301_24_16463","GO301_24_6463_1_2733_METS","1",""
"72","72","GO301_24_6464_1_2733_METS","GO301_24_16464","1",""
"72","72","GO301_24_16465","GO301_24_6465_1_2733_METS","1",""
"72","72","GO301_24_6466_1_2733_METS","GO301_24_16466","1",""
"72","72","GO301_24_16467","GO301_24_6467_1_2733_METS","1",""
"72","72","GO301_24_6468_1_2733_METS","GO301_24_16468","1",""
"72","72","GO301_24_16469","GO301_24_6469_1_2733_METS","1",""
"72","72","GO301_24_6470_2_2733_METS","GO301_24_16470","1",""
"72","72","GO301_24_16471","GO301_24_6471_1_2733_METS","1",""
"72","72","GO301_24_6472_1_2733_METS","GO301_24_16472","1",""
